Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
Rural population,SP.RUR.TOTL,Rwanda,RWA,9439566
Rural population,SP.RUR.TOTL,Samoa,WSM,163123
Rural population,SP.RUR.TOTL,San Marino,SMR,1149
Rural population,SP.RUR.TOTL,Sao Tome and Principe,STP,60803
Rural population,SP.RUR.TOTL,Saudi Arabia,SAU,5474196
Rural population,SP.RUR.TOTL,Senegal,SEN,7622759
Rural population,SP.RUR.TOTL,Serbia,SRB,3167188
Rural population,SP.RUR.TOTL,Seychelles,SYC,41140
Rural population,SP.RUR.TOTL,Sierra Leone,SLE,4253565
Rural population,SP.RUR.TOTL,Singapore,SGP,0
Rural population,SP.RUR.TOTL,Sint Maarten (Dutch part),SXM,0
Rural population,SP.RUR.TOTL,Slovak Republic,SVK,2492579
Rural population,SP.RUR.TOTL,Slovenia,SVN,957645
Rural population,SP.RUR.TOTL,Solomon Islands,SLB,466574
Rural population,SP.RUR.TOTL,Somalia,SOM,7628987
Rural population,SP.RUR.TOTL,South Africa,ZAF,19531882
Rural population,SP.RUR.TOTL,South Sudan,SSD,9124698
Rural population,SP.RUR.TOTL,Spain,ESP,9590865
Rural population,SP.RUR.TOTL,Sri Lanka,LKA,17370053
Rural population,SP.RUR.TOTL,St. Kitts and Nevis,KNA,33029
Rural population,SP.RUR.TOTL,St. Lucia,LCA,142497
Rural population,SP.RUR.TOTL,St. Martin (French part),MAF,..
Rural population,SP.RUR.TOTL,St. Vincent and the Grenadines,VCT,52859
Rural population,SP.RUR.TOTL,Sudan,SDN,24537222
Rural population,SP.RUR.TOTL,Suriname,SUR,193185
Rural population,SP.RUR.TOTL,Sweden,SWE,1333506
Rural population,SP.RUR.TOTL,Switzerland,CHE,2153942
Rural population,SP.RUR.TOTL,Syrian Arab Republic,SYR,9735033
Rural population,SP.RUR.TOTL,Tajikistan,TJK,6106960
Rural population,SP.RUR.TOTL,Tanzania,TZA,35110823
Rural population,SP.RUR.TOTL,Thailand,THA,37119178
Rural population,SP.RUR.TOTL,Timor-Leste,TLS,839653
Rural population,SP.RUR.TOTL,Togo,TGO,4403714
Rural population,SP.RUR.TOTL,Tonga,TON,81752
Rural population,SP.RUR.TOTL,Trinidad and Tobago,TTO,675819
Rural population,SP.RUR.TOTL,Tunisia,TUN,3683321
Rural population,SP.RUR.TOTL,Turkiye,TUR,20779679
Rural population,SP.RUR.TOTL,Turkmenistan,TKM,2836050
Rural population,SP.RUR.TOTL,Turks and Caicos Islands,TCA,2851
Rural population,SP.RUR.TOTL,Tuvalu,TUV,4492
Rural population,SP.RUR.TOTL,Uganda,UGA,28522730
Rural population,SP.RUR.TOTL,Ukraine,UKR,14048855
Rural population,SP.RUR.TOTL,United Arab Emirates,ARE,1292258
Rural population,SP.RUR.TOTL,United Kingdom,GBR,11392615
Rural population,SP.RUR.TOTL,United States,USA,58955597
Rural population,SP.RUR.TOTL,Uruguay,URY,171449
Rural population,SP.RUR.TOTL,Uzbekistan,UZB,15117410
Rural population,SP.RUR.TOTL,Vanuatu,VUT,202820
Rural population,SP.RUR.TOTL,"Venezuela, RB",VEN,3579713
Rural population,SP.RUR.TOTL,Viet Nam,VNM,61022867
Rural population,SP.RUR.TOTL,Virgin Islands (U.S.),VIR,5164
Rural population,SP.RUR.TOTL,West Bank and Gaza,PSE,1038634
Rural population,SP.RUR.TOTL,"Yemen, Rep.",YEM,18271388
Rural population,SP.RUR.TOTL,Zambia,ZMB,9225180
Rural population,SP.RUR.TOTL,Zimbabwe,ZWE,9352079
Urban population,SP.URB.TOTL,Afghanistan,AFG,8043935
Urban population,SP.URB.TOTL,Albania,ALB,1630119
Urban population,SP.URB.TOTL,Algeria,DZA,27217778
Urban population,SP.URB.TOTL,American Samoa,ASM,45579
Urban population,SP.URB.TOTL,Andorra,AND,63342
Urban population,SP.URB.TOTL,Angola,AGO,17017877
Urban population,SP.URB.TOTL,Antigua and Barbuda,ATG,22465
Urban population,SP.URB.TOTL,Argentina,ARG,38990109
Urban population,SP.URB.TOTL,Armenia,ARM,1823893
Urban population,SP.URB.TOTL,Aruba,ABW,44588
Urban population,SP.URB.TOTL,Australia,AUS,20095657
Urban population,SP.URB.TOTL,Austria,AUT,4916377
Urban population,SP.URB.TOTL,Azerbaijan,AZE,5189181
Urban population,SP.URB.TOTL,"Bahamas, The",BHS,321687
Urban population,SP.URB.TOTL,Bahrain,BHR,1165795
Urban population,SP.URB.TOTL,Bangladesh,BGD,52301622
Urban population,SP.URB.TOTL,Barbados,BRB,86933
Urban population,SP.URB.TOTL,Belarus,BLR,7246350
Urban population,SP.URB.TOTL,Belgium,BEL,10966157
Urban population,SP.URB.TOTL,Belize,BLZ,159731
Urban population,SP.URB.TOTL,Benin,BEN,4794300
Urban population,SP.URB.TOTL,Bermuda,BMU,65138
Urban population,SP.URB.TOTL,Bhutan,BTN,279212
Urban population,SP.URB.TOTL,Bolivia,BOL,7428682
Urban population,SP.URB.TOTL,Bosnia and Herzegovina,BIH,1672688
Urban population,SP.URB.TOTL,Botswana,BWA,1500166
Urban population,SP.URB.TOTL,Brazil,BRA,173941724
Urban population,SP.URB.TOTL,British Virgin Islands,VGB,13389
Urban population,SP.URB.TOTL,Brunei Darussalam,BRN,318042
Urban population,SP.URB.TOTL,Bulgaria,BGR,5320503
Urban population,SP.URB.TOTL,Burkina Faso,BFA,4893865
Urban population,SP.URB.TOTL,Burundi,BDI,1235881
Urban population,SP.URB.TOTL,Cabo Verde,CPV,348451
Urban population,SP.URB.TOTL,Cambodia,KHM,3315806
Urban population,SP.URB.TOTL,Cameroon,CMR,12036424
Urban population,SP.URB.TOTL,Canada,CAN,28781576
Urban population,SP.URB.TOTL,Cayman Islands,CYM,59559
Urban population,SP.URB.TOTL,Central African Republic,CAF,1917526
Urban population,SP.URB.TOTL,Chad,TCD,3064321
Urban population,SP.URB.TOTL,Channel Islands,CHI,49875
Urban population,SP.URB.TOTL,Chile,CHL,15441376
Urban population,SP.URB.TOTL,China,CHN,744357517
Urban population,SP.URB.TOTL,Colombia,COL,37069292
Urban population,SP.URB.TOTL,Comoros,COM,202507
Urban population,SP.URB.TOTL,"Congo, Dem. Rep.",COD,32071811
Urban population,SP.URB.TOTL,"Congo, Rep.",COG,3218363
Urban population,SP.URB.TOTL,Costa Rica,CRI,3678801
Urban population,SP.URB.TOTL,Cote d'Ivoire,CIV,11271041
Urban population,SP.URB.TOTL,Croatia,HRV,2370234
Urban population,SP.URB.TOTL,Cuba,CUB,8709909
Urban population,SP.URB.TOTL,Curacao,CUW,139450
Urban population,SP.URB.TOTL,Cyprus,CYP,788952
Urban population,SP.URB.TOTL,Czechia,CZE,7723921
Urban population,SP.URB.TOTL,Denmark,DNK,4932961
Urban population,SP.URB.TOTL,Djibouti,DJI,764703
Urban population,SP.URB.TOTL,Dominica,DMA,48060
Urban population,SP.URB.TOTL,Dominican Republic,DOM,7986119
Urban population,SP.URB.TOTL,Ecuador,ECU,10095187
Urban population,SP.URB.TOTL,"Egypt, Arab Rep.",EGY,40950796
Urban population,SP.URB.TOTL,El Salvador,SLV,4276749
Urban population,SP.URB.TOTL,Equatorial Guinea,GNQ,907703
Urban population,SP.URB.TOTL,Eritrea,ERI,1249275
Urban population,SP.URB.TOTL,Estonia,EST,897427
Urban population,SP.URB.TOTL,Eswatini,SWZ,260626
Urban population,SP.URB.TOTL,Ethiopia,ETH,18949891
Urban population,SP.URB.TOTL,Faroe Islands,FRO,20113
Urban population,SP.URB.TOTL,Fiji,FJI,496380
Urban population,SP.URB.TOTL,Finland,FIN,4651843
Urban population,SP.URB.TOTL,France,FRA,52647802
Urban population,SP.URB.TOTL,French Polynesia,PYF,178657
Urban population,SP.URB.TOTL,Gabon,GAB,1723968
Urban population,SP.URB.TOTL,"Gambia, The",GMB,1281189
Urban population,SP.URB.TOTL,Georgia,GEO,2122558
Urban population,SP.URB.TOTL,Germany,DEU,62510392
Urban population,SP.URB.TOTL,Ghana,GHA,15062212
Urban population,SP.URB.TOTL,Gibraltar,GIB,32452
Urban population,SP.URB.TOTL,Greece,GRC,8463623
Urban population,SP.URB.TOTL,Greenland,GRL,48308
Urban population,SP.URB.TOTL,Grenada,GRD,42397
Urban population,SP.URB.TOTL,Guam,GUM,158243
Urban population,SP.URB.TOTL,Guatemala,GTM,7597137
Urban population,SP.URB.TOTL,Guinea,GIN,3948091
Urban population,SP.URB.TOTL,Guinea-Bissau,GNB,727221
Urban population,SP.URB.TOTL,Guyana,GUY,198400
Urban population,SP.URB.TOTL,Haiti,HTI,5356730
Urban population,SP.URB.TOTL,Honduras,HND,4975954
Urban population,SP.URB.TOTL,"Hong Kong SAR, China",HKG,7229500
Urban population,SP.URB.TOTL,Hungary,HUN,6928924
Urban population,SP.URB.TOTL,Iceland,ISL,306653
Urban population,SP.URB.TOTL,India,IND,423338709
Urban population,SP.URB.TOTL,Indonesia,IDN,134866535
Urban population,SP.URB.TOTL,"Iran, Islamic Rep.",IRN,58236086
Urban population,SP.URB.TOTL,Iraq,IRQ,25633615
Urban population,SP.URB.TOTL,Ireland,IRL,2903635
Urban population,SP.URB.TOTL,Isle of Man,IMN,43762
Urban population,SP.URB.TOTL,Israel,ISR,7566988
Urban population,SP.URB.TOTL,Italy,ITA,42109853
Urban population,SP.URB.TOTL,Jamaica,JAM,1519915
Urban population,SP.URB.TOTL,Japan,JPN,116208079
Urban population,SP.URB.TOTL,Jordan,JOR,7792223
Urban population,SP.URB.TOTL,Kazakhstan,KAZ,9874723
Urban population,SP.URB.TOTL,Kenya,KEN,11559254
Urban population,SP.URB.TOTL,Kiribati,KIR,58381
Urban population,SP.URB.TOTL,"Korea, Dem. People's Rep.",PRK,15351564
Urban population,SP.URB.TOTL,"Korea, Rep.",KOR,41463573
Urban population,SP.URB.TOTL,Kosovo,XKX,..
Urban population,SP.URB.TOTL,Kuwait,KWT,3761584
Urban population,SP.URB.TOTL,Kyrgyz Republic,KGZ,2079480
Urban population,SP.URB.TOTL,Lao PDR,LAO,2173853
Urban population,SP.URB.TOTL,Latvia,LVA,1354815
Urban population,SP.URB.TOTL,Lebanon,LBN,5518096
Urban population,SP.URB.TOTL,Lesotho,LSO,555281
Urban population,SP.URB.TOTL,Liberia,LBR,2232447
Urban population,SP.URB.TOTL,Libya,LBY,4817782
Urban population,SP.URB.TOTL,Liechtenstein,LIE,5310
Urban population,SP.URB.TOTL,Lithuania,LTU,1967853
Urban population,SP.URB.TOTL,Luxembourg,LUX,500042
Urban population,SP.URB.TOTL,"Macao SAR, China",MAC,604167
Urban population,SP.URB.TOTL,Madagascar,MDG,8362745
Urban population,SP.URB.TOTL,Malawi,MWI,2658225
Urban population,SP.URB.TOTL,Malaysia,MYS,22519314
Urban population,SP.URB.TOTL,Maldives,MDV,158802
Urban population,SP.URB.TOTL,Mali,MLI,6879609
Urban population,SP.URB.TOTL,Malta,MLT,409992
Urban population,SP.URB.TOTL,Marshall Islands,MHL,38008
Urban population,SP.URB.TOTL,Mauritania,MRT,1929389
Urban population,SP.URB.TOTL,Mauritius,MUS,518495
Urban population,SP.URB.TOTL,Mexico,MEX,93808838
Urban population,SP.URB.TOTL,"Micronesia, Fed. Sts.",FSM,24420
Urban population,SP.URB.TOTL,Moldova,MDA,1214457
Urban population,SP.URB.TOTL,Monaco,MCO,36110
Urban population,SP.URB.TOTL,Mongolia,MNG,1978651
Urban population,SP.URB.TOTL,Montenegro,MNE,407105
Urban population,SP.URB.TOTL,Morocco,MAR,20636838
Urban population,SP.URB.TOTL,Mozambique,MOZ,8821392
Urban population,SP.URB.TOTL,Myanmar,MMR,15142977
Urban population,SP.URB.TOTL,Namibia,NAM,1027878
Urban population,SP.URB.TOTL,Nauru,NRU,10940
Urban population,SP.URB.TOTL,Nepal,NPL,4993160
Urban population,SP.URB.TOTL,Netherlands,NLD,15126226
Urban population,SP.URB.TOTL,New Caledonia,NCL,184770
Urban population,SP.URB.TOTL,New Zealand,NZL,3896881
Urban population,SP.URB.TOTL,Nicaragua,NIC,3582406
Urban population,SP.URB.TOTL,Niger,NER,3141947
Urban population,SP.URB.TOTL,Nigeria,NGA,84275849
Urban population,SP.URB.TOTL,North Macedonia,MKD,1184330
Urban population,SP.URB.TOTL,Northern Mariana Islands,MNP,47331
Urban population,SP.URB.TOTL,Norway,NOR,4145335
Urban population,SP.URB.TOTL,Oman,OMN,3213227
Urban population,SP.URB.TOTL,Pakistan,PAK,74593651
Urban population,SP.URB.TOTL,Palau,PLW,13795
Urban population,SP.URB.TOTL,Panama,PAN,2581031
Urban population,SP.URB.TOTL,Papua New Guinea,PNG,1099324
Urban population,SP.URB.TOTL,Paraguay,PRY,3683303
Urban population,SP.URB.TOTL,Peru,PER,23425055
Urban population,SP.URB.TOTL,Philippines,PHL,46703825
Urban population,SP.URB.TOTL,Poland,POL,22960228
Urban population,SP.URB.TOTL,Portugal,PRT,6546012
Urban population,SP.URB.TOTL,Puerto Rico,PRI,3310445
Urban population,SP.URB.TOTL,Qatar,QAT,2189397
Urban population,SP.URB.TOTL,Romania,ROU,10730940
Urban population,SP.URB.TOTL,Russian Federation,RUS,106354644
Urban population,SP.URB.TOTL,Rwanda,RWA,1928885
Urban population,SP.URB.TOTL,Samoa,WSM,38634
Urban population,SP.URB.TOTL,San Marino,SMR,32240
Urban population,SP.URB.TOTL,Sao Tome and Principe,STP,136694
Urban population,SP.URB.TOTL,Saudi Arabia,SAU,26651368
Urban population,SP.URB.TOTL,Senegal,SEN,6347549
Urban population,SP.URB.TOTL,Serbia,SRB,3963388
Urban population,SP.URB.TOTL,Seychelles,SYC,50219
Urban population,SP.URB.TOTL,Sierra Leone,SLE,2887123
Urban population,SP.URB.TOTL,Singapore,SGP,5469724
Urban population,SP.URB.TOTL,Sint Maarten (Dutch part),SXM,37685
Urban population,SP.URB.TOTL,Slovak Republic,SVK,2926070
Urban population,SP.URB.TOTL,Slovenia,SVN,1104335
Urban population,SP.URB.TOTL,Solomon Islands,SLB,130801
Urban population,SP.URB.TOTL,Somalia,SOM,5680248
Urban population,SP.URB.TOTL,South Africa,ZAF,35197669
Urban population,SP.URB.TOTL,South Sudan,SSD,2088586
Urban population,SP.URB.TOTL,Spain,ESP,36890017
Urban population,SP.URB.TOTL,Sri Lanka,LKA,3869404
Urban population,SP.URB.TOTL,St. Kitts and Nevis,KNA,14760
Urban population,SP.URB.TOTL,St. Lucia,LCA,32307
Urban population,SP.URB.TOTL,St. Martin (French part),MAF,..
Urban population,SP.URB.TOTL,St. Vincent and the Grenadines,VCT,54053
Urban population,SP.URB.TOTL,Sudan,SDN,12466023
Urban population,SP.URB.TOTL,Suriname,SUR,376497
Urban population,SP.URB.TOTL,Sweden,SWE,8362604
Urban population,SP.URB.TOTL,Switzerland,CHE,6034707
Urban population,SP.URB.TOTL,Syrian Arab Republic,SYR,10337199
Urban population,SP.URB.TOTL,Tajikistan,TJK,2219388
Urban population,SP.URB.TOTL,Tanzania,TZA,15703729
Urban population,SP.URB.TOTL,Thailand,THA,32841765
Urban population,SP.URB.TOTL,Timor-Leste,TLS,345177
Urban population,SP.URB.TOTL,Togo,TGO,2884669
Urban population,SP.URB.TOTL,Tonga,TON,24874
Urban population,SP.URB.TOTL,Trinidad and Tobago,TTO,774842
Urban population,SP.URB.TOTL,Tunisia,TUN,7745627
Urban population,SP.URB.TOTL,Turkiye,TUR,56402205
Urban population,SP.URB.TOTL,Turkmenistan,TKM,2827102
Urban population,SP.URB.TOTL,Turks and Caicos Islands,TCA,32134
Urban population,SP.URB.TOTL,Tuvalu,TUV,6407
Urban population,SP.URB.TOTL,Uganda,UGA,7813809
Urban population,SP.URB.TOTL,Ukraine,UKR,31223300
Urban population,SP.URB.TOTL,United Arab Emirates,ARE,7543693
Urban population,SP.URB.TOTL,United Kingdom,GBR,53209683
Urban population,SP.URB.TOTL,United States,USA,259430732
Urban population,SP.URB.TOTL,Uruguay,URY,3220213
Urban population,SP.URB.TOTL,Uzbekistan,UZB,15640290
Urban population,SP.URB.TOTL,Vanuatu,VUT,67107
Urban population,SP.URB.TOTL,"Venezuela, RB",VEN,26613545
Urban population,SP.URB.TOTL,Viet Nam,VNM,30212637
Urban population,SP.URB.TOTL,Virgin Islands (U.S.),VIR,102718
Urban population,SP.URB.TOTL,West Bank and Gaza,PSE,3134764
Urban population,SP.URB.TOTL,"Yemen, Rep.",YEM,9481916
Urban population,SP.URB.TOTL,Zambia,ZMB,6512613
Urban population,SP.URB.TOTL,Zimbabwe,ZWE,4503674
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Afghanistan,AFG,62.545
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Albania,ALB,78.407
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Algeria,DZA,75.11
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,American Samoa,ASM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Andorra,AND,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Angola,AGO,60.04
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Antigua and Barbuda,ATG,77.858
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Argentina,ARG,76.755
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Armenia,ARM,74.058
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Aruba,ABW,75.601
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Australia,AUS,82.3
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Austria,AUT,81.490243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Azerbaijan,AZE,71.116
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Bahamas, The",BHS,73.366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bahrain,BHR,79.328
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bangladesh,BGD,69.986
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Barbados,BRB,76.476
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belarus,BLR,72.9707317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belgium,BEL,81.2878048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belize,BLZ,73.311
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Benin,BEN,59.125
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bermuda,BMU,79.518
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bhutan,BTN,70.049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bolivia,BOL,67.163
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bosnia and Herzegovina,BIH,75.659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Botswana,BWA,62.608
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brazil,BRA,74.306
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,British Virgin Islands,VGB,75.612
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brunei Darussalam,BRN,74.779
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bulgaria,BGR,74.4658536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burkina Faso,BFA,58.359
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burundi,BDI,59.868
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cabo Verde,CPV,75.24
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cambodia,KHM,69.736
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cameroon,CMR,58.935
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Canada,CAN,81.7843902439025
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cayman Islands,CYM,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central African Republic,CAF,50.566
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chad,TCD,51.202
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Channel Islands,CHI,81.884
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chile,CHL,79.473
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,76.717
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Colombia,COL,76.043
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Comoros,COM,62.516
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Dem. Rep.",COD,58.296
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Rep.",COG,62.95
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Costa Rica,CRI,78.774
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cote d'Ivoire,CIV,57.208
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Croatia,HRV,77.4780487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cuba,CUB,77.853
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Curacao,CUW,77.9756097560976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cyprus,CYP,80.771
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Czechia,CZE,78.8243902439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Denmark,DNK,80.7
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Djibouti,DJI,61.641
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominica,DMA,69.434
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominican Republic,DOM,72.867
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ecuador,ECU,76.622
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Egypt, Arab Rep.",EGY,70.415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,El Salvador,SLV,71.746
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Equatorial Guinea,GNQ,59.595
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eritrea,ERI,65.6
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Estonia,EST,77.0341463414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eswatini,SWZ,53.05
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ethiopia,ETH,62.905
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Faroe Islands,FRO,81.5926829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,67.376
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,81.1804878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,82.719512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,82.214
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,64.974
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,62.269
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,73.099
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,81.090243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,63.045
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gibraltar,GIB,81.882
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,81.3853658536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,71.9856097560976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,74.985
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,76.749
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,71.964
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,57.886
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,58.61
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,67.882
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,62.987
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,72.259
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,83.9804878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,75.7634146341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,82.8609756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,69.074
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,69.533
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,74.782
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,68.914
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,81.3487804878049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMN,80.037
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,82.1536585365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,83.090243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,72.982
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,83.5878048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,74.789
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,71.44
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,61.816
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,65.815
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. People's Rep.",PRK,72.942
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,81.7219512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,XKX,78.88
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,79.445
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,70.4024390243902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,66.361
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,74.1243902439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,78.973
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,50.033
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,59.121
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,71.511
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,82.0731707317073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,74.5170731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,82.2292682926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,83.883
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,64.255
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,60.899
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,75.146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,79.424
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,57.9
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,82.0463414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,63.623
